experiment,fold_scores,mean_score,n_folds,seed,timestamp
seed42_folds5,"[0.24754293699592733, 0.22170247828237655, 0.24421831696884944, 0.24683258326704527, 0.24962605925642323]",0.24198447495412437,5,42,20260322_112728
v2_seed42_folds5,"[0.9751313715246982, 0.9766263384605341, 0.9780079934105089, 0.9765404942386654, 0.9750650781121607]",0.9762742551493135,34,5,42,20260322_163831
